knowledge_id,filename,title,domain,knowledge_type,priority,package,served_agents,business_chain_stage,source_strategy,source_type,required_source_categories,minimum_source_count,synthetic_fields,source_requirement,parent_knowledge,depends_on,dependency_rationale,source_authority,normative_force,applicability,status,notes
P001_13,P001_13_供应商比选记录.md,智慧园区 AI 数字人服务平台-供应商比选记录,供应商,PROJECT_CASE,P1,PACKAGE-02,A09;A10;A11;A12,B09;B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP017;TPL019,SOP017;TPL019,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_14,P001_14_招投标材料与审查计划.md,智慧园区 AI 数字人服务平台-招投标材料与审查计划,招投标,PROJECT_CASE,P1,PACKAGE-02,A01;A09;A10;A11,B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,POL013;SOP029;SOP030,POL013;SOP029;SOP030,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_15,P001_15_合同审核意见.md,智慧园区 AI 数字人服务平台-合同审核意见,合同履约,PROJECT_CASE,P1,PACKAGE-02,A10;A11,B11,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP018;TPL020,SOP018;TPL020,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_16,P001_16_项目合同摘要.md,智慧园区 AI 数字人服务平台-项目合同摘要,合同履约,PROJECT_CASE,P1,PACKAGE-02,A10;A11;A12,B11,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,POL014;SOP018,POL014;SOP018,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_17,P001_17_项目周报汇总.md,智慧园区 AI 数字人服务平台-项目周报汇总,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A04;A12,B12;B13,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP007;TPL005,SOP007;TPL005,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_18,P001_18_风险台账.md,智慧园区 AI 数字人服务平台-风险台账,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A10;A11;A12,B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP008;TPL006,SOP008;TPL006,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_19,P001_19_变更记录.md,智慧园区 AI 数字人服务平台-变更记录,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11,B12;B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP009;TPL007,SOP009;TPL007,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_20,P001_20_验收方案.md,智慧园区 AI 数字人服务平台-验收方案,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11,B15,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP010;TPL008,SOP010;TPL008,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_21,P001_21_验收报告.md,智慧园区 AI 数字人服务平台-验收报告,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11;A12,B15,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP010;POL014,SOP010;POL014,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_22,P001_22_结项报告.md,智慧园区 AI 数字人服务平台-结项报告,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A12,B16,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP011;POL005,SOP011;POL005,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_23,P001_23_项目经营复盘.md,智慧园区 AI 数字人服务平台-项目经营复盘,经营分析,PROJECT_CASE,P1,PACKAGE-02,A02;A11;A12,B17,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,POL016;DATA008;DATA010,POL016;DATA008;DATA010,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_24,P001_24_知识沉淀清单.md,智慧园区 AI 数字人服务平台-知识沉淀清单,知识治理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,B18,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP019;SOP020;SOP021,SOP019;SOP020;SOP021,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P001 优秀项目；Stage 4 生成正文
P001_25,P001_25_招标文件关键条款.md,智慧园区 AI 数字人服务平台-招标文件关键条款,招投标,PROJECT_CASE,P1,PACKAGE-02,A01;A09;A10;A11,B10,SYNTHETIC project facts from project canonical model; clause structure analogically derived from SRC-CASE-016 public case,SYNTHETIC_DERIVED,,0,项目事件;金额;日期;人员,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,POL013;POL014;REF006,POL013;POL014;REF006,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P001 差异化案例；Stage 4 生成正文
P001_26,P001_26_招标文件审查记录.md,智慧园区 AI 数字人服务平台-招标文件审查记录,招投标,PROJECT_CASE,P1,PACKAGE-02,A01;A09;A10;A11,B10,SYNTHETIC project facts from project canonical model; review structure analogically derived from SRC-CASE-016 public case,SYNTHETIC_DERIVED,,0,项目事件;金额;日期;人员,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP029;TPL026,SOP029;TPL026,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P001 差异化案例；Stage 4 生成正文
P001_27,P001_27_投标文件响应材料.md,智慧园区 AI 数字人服务平台-投标文件响应材料,招投标,PROJECT_CASE,P1,PACKAGE-02,A01;A09;A10;A11,B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP030;POL013,SOP030;POL013,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P001 差异化案例；Stage 4 生成正文
P001_28,P001_28_资格材料.md,智慧园区 AI 数字人服务平台-资格材料,招投标,PROJECT_CASE,P1,PACKAGE-02,A01;A09;A10;A11,B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,FAQ009;SOP030,FAQ009;SOP030,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P001 差异化案例；Stage 4 生成正文
P001_29,P001_29_商务响应表.md,智慧园区 AI 数字人服务平台-商务响应表,招投标,PROJECT_CASE,P1,PACKAGE-02,A01;A09;A10;A11,B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,FAQ009;SOP030,FAQ009;SOP030,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P001 差异化案例；Stage 4 生成正文
P001_30,P001_30_技术参数响应表.md,智慧园区 AI 数字人服务平台-技术参数响应表,招投标,PROJECT_CASE,P1,PACKAGE-02,A01;A09;A10;A11,B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,FAQ009;SOP030,FAQ009;SOP030,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P001 差异化案例；Stage 4 生成正文
P001_31,P001_31_评分响应材料.md,智慧园区 AI 数字人服务平台-评分响应材料,招投标,PROJECT_CASE,P1,PACKAGE-02,A01;A09;A10;A11,B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,FAQ009;SOP030,FAQ009;SOP030,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P001 差异化案例；Stage 4 生成正文
P001_32,P001_32_AI审核问题清单.md,智慧园区 AI 数字人服务平台-AI审核问题清单,招投标,PROJECT_CASE,P1,PACKAGE-02,A01;A09;A10;A11,B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,FAQ009;TPL028,FAQ009;TPL028,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P001 差异化案例；Stage 4 生成正文
P001_33,P001_33_人工复核与审核结论.md,智慧园区 AI 数字人服务平台-人工复核与审核结论,招投标,PROJECT_CASE,P1,PACKAGE-02,A01;A09;A10;A11,B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P001_CANONICAL_FACTS.yaml,SOP030;TPL027;TPL028,SOP030;TPL027;TPL028,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P001 差异化案例；Stage 4 生成正文
P002_01,P002_01_客户需求说明.md,银行企业知识助手项目-客户需求说明,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,B01;B02,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP001;TPL002,SOP001;TPL002,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_02,P002_02_需求调研记录.md,银行企业知识助手项目-需求调研记录,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A04;A10;A11;A12,B02,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP001;TPL002,SOP001;TPL002,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_03,P002_03_需求分析报告.md,银行企业知识助手项目-需求分析报告,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11;A12,B02;B03,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP001;POL005,SOP001;POL005,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_04,P002_04_解决方案.md,银行企业知识助手项目-解决方案,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A05;A10;A11,B03,SYNTHETIC project facts from project canonical model; solution structure analogically derived from SRC-CASE-017 public case,SYNTHETIC_DERIVED,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP002;TPL003,SOP002;TPL003,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_05,P002_05_报价说明.md,银行企业知识助手项目-报价说明,财务,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A09;A12,B03,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,POL015;POL016,POL015;POL016,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_06,P002_06_项目立项申请.md,银行企业知识助手项目-项目立项申请,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A12,B04,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP003;TPL001,SOP003;TPL001,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_07,P002_07_WBS与里程碑计划.md,银行企业知识助手项目-WBS与里程碑计划,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A12,B05,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP004;TPL004,SOP004;TPL004,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_08,P002_08_项目启动会材料.md,银行企业知识助手项目-项目启动会材料,会议协同,PROJECT_CASE,P1,PACKAGE-02,A02;A04;A05,B05;B13,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP006;SOP012,SOP006;SOP012,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_09,P002_09_人员配置计划.md,银行企业知识助手项目-人员配置计划,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A07;A08,B06,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP005;DATA011,SOP005;DATA011,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_10,P002_10_招聘需求.md,银行企业知识助手项目-招聘需求,招聘,PROJECT_CASE,P1,PACKAGE-02,A07;A08,B07,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP014;TPL015,SOP014;TPL015,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_11,P002_11_采购申请.md,银行企业知识助手项目-采购申请,采购,PROJECT_CASE,P1,PACKAGE-02,A09;A10;A11,B09,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP016;TPL018,SOP016;TPL018,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_12,P002_12_采购需求规格.md,银行企业知识助手项目-采购需求规格,采购,PROJECT_CASE,P1,PACKAGE-02,A09;A10,B09,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP016;REF013,SOP016;REF013,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_13,P002_13_供应商比选记录.md,银行企业知识助手项目-供应商比选记录,供应商,PROJECT_CASE,P1,PACKAGE-02,A09;A10;A11;A12,B09;B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP017;TPL019,SOP017;TPL019,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_14,P002_14_招投标材料与审查计划.md,银行企业知识助手项目-招投标材料与审查计划,招投标,PROJECT_CASE,P1,PACKAGE-02,A01;A09;A10;A11,B10,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,POL013;SOP029;SOP030,POL013;SOP029;SOP030,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_15,P002_15_合同审核意见.md,银行企业知识助手项目-合同审核意见,合同履约,PROJECT_CASE,P1,PACKAGE-02,A10;A11,B11,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP018;TPL020,SOP018;TPL020,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_16,P002_16_项目合同摘要.md,银行企业知识助手项目-项目合同摘要,合同履约,PROJECT_CASE,P1,PACKAGE-02,A10;A11;A12,B11,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,POL014;SOP018,POL014;SOP018,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_17,P002_17_项目周报汇总.md,银行企业知识助手项目-项目周报汇总,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A04;A12,B12;B13,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP007;TPL005,SOP007;TPL005,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_18,P002_18_风险台账.md,银行企业知识助手项目-风险台账,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A10;A11;A12,B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP008;TPL006,SOP008;TPL006,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_19,P002_19_变更记录.md,银行企业知识助手项目-变更记录,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11,B12;B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP009;TPL007,SOP009;TPL007,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_20,P002_20_验收方案.md,银行企业知识助手项目-验收方案,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11,B15,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP010;TPL008,SOP010;TPL008,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_21,P002_21_验收报告.md,银行企业知识助手项目-验收报告,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A10;A11;A12,B15,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP010;POL014,SOP010;POL014,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_22,P002_22_结项报告.md,银行企业知识助手项目-结项报告,项目管理,PROJECT_CASE,P1,PACKAGE-02,A02;A03;A12,B16,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP011;POL005,SOP011;POL005,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_23,P002_23_项目经营复盘.md,银行企业知识助手项目-项目经营复盘,经营分析,PROJECT_CASE,P1,PACKAGE-02,A02;A11;A12,B17,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,POL016;DATA008;DATA010,POL016;DATA008;DATA010,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_24,P002_24_知识沉淀清单.md,银行企业知识助手项目-知识沉淀清单,知识治理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,B18,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP019;SOP020;SOP021,SOP019;SOP020;SOP021,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P002 问题项目；Stage 4 生成正文
P002_25,P002_25_需求变更申请.md,银行企业知识助手项目-需求变更申请,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A10;A11;A12,B12;B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP009;TPL007,SOP009;TPL007,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P002 差异化案例；Stage 4 生成正文
P002_26,P002_26_项目延期风险升级记录.md,银行企业知识助手项目-项目延期风险升级记录,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A10;A11;A12,B12;B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,FAQ004;SOP008,FAQ004;SOP008,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P002 差异化案例；Stage 4 生成正文
P002_27,P002_27_知识版本冲突处理记录.md,银行企业知识助手项目-知识版本冲突处理记录,知识治理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A10;A11;A12,B18,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP020;KB006,SOP020;KB006,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P002 差异化案例；Stage 4 生成正文
P002_28,P002_28_人员不足资源申请.md,银行企业知识助手项目-人员不足资源申请,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A10;A11;A12,B06;B12,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP005;KB003,SOP005;KB003,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P002 差异化案例；Stage 4 生成正文
P002_29,P002_29_成本超支预警.md,银行企业知识助手项目-成本超支预警,经营分析,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A10;A11;A12,B14;B17,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,POL016;DATA008,POL016;DATA008,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P002 差异化案例；Stage 4 生成正文
P002_30,P002_30_合同付款争议记录.md,银行企业知识助手项目-合同付款争议记录,合同履约,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A10;A11;A12,B11;B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,FAQ010;SOP018,FAQ010;SOP018,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P002 差异化案例；Stage 4 生成正文
P002_31,P002_31_项目纠偏会议纪要.md,银行企业知识助手项目-项目纠偏会议纪要,会议协同,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A10;A11;A12,B13;B14,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,项目事件;金额;日期;人员,enterprise_model/projects/P002_CANONICAL_FACTS.yaml,SOP012;TPL010,SOP012;TPL010,差异化案例由项目唯一事实源和相关领域规则共同约束。,SYNTHETIC,NONE,DIRECT,planned,P002 差异化案例；Stage 4 生成正文
P003_01,P003_01_客户需求说明.md,电力 AI 智能巡检平台-客户需求说明,项目管理,PROJECT_CASE,P1,PACKAGE-02,A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A12,B01;B02,SYNTHETIC project facts from project canonical model,SYNTHETIC,,0,客户;金额;人员;日期;项目事件,enterprise_model/projects/P003_CANONICAL_FACTS.yaml,SOP001;TPL002,SOP001;TPL002,案例文件引用本项目 Canonical Facts，并以对应业务规则或模板为结构依据。,SYNTHETIC,NONE,DIRECT,planned,P003 复杂技术项目；Stage 4 生成正文
